,Country,ISO3,Specie,Breed/Most common name,Language,Description,Transboundary name,Other name,Provision Uses,Regulation and Maintenance Uses,Cultural Uses,Description Of Specific Uses,Production environment/management systems,Literature related to uses and ecosystem services,Additional information,Additional information comments,Efabis cultural role comment,Efabis cultural value,Adaptability to specific environment,Specific resistance or tolerance,Specific reproductive characteristic,Special characteristic of product,Other special qualities,Reference for special qualities,Efabis genetic features,Efabis environmental role,Efabis adaptability to marginal land,Body conformation,Coat description,Coat quality,Comb type,Skin colour,Shank and foot colour,Plumage colour,Pattern within feather,Avian classification,Color comments,Efabis main colour,Efabis skin colour,Number of horns males,Number of horns females,Horn shape size and comments,Wither height males,Wither height females,Weight males,Weight females,Breed classification (adaptedness),Herdbook,Herdbook established,Domestication status,Taxonomic classification,Description of origin,Year of origin,Import,Location within country,Eggs per year AVG,Eggs per year MIN,Eggs per year MAX,Egg weight,Wool or hair,Wool type,Fleece weight AVG,Fleece weight MIN,Fleece weight MAX,Fibre diam,Management system,Feeding of adults,Mobility,Milk per year AVG,Milk per year MIN,Milk per year MAX,Lactation length (day) AVG,Lactation length (day) MIN,Lactation length (day) MAX,Milk yield per lactation (kg) AVG,Milk yield per lactation (kg) MIN,Milk yield per lactation (kg) MAX,Milk fat AVG (%),Milk fat MIN (%),Milk fat MAX (%),Milk per day (kg),Number of lactations,Efabis milk protein AVG,Efabis milk protein MIN,Efabis milk protein MAX,Birth weight males,Birth weight females,Age maturity males,Age maturity females,Age breeding males,Age breeding females,Age first parturition (month) AVG,Age first parturition (month) MIN,Age first parturition (month) MAX,Parturition interval (day) AVG,Parturition interval (day) MIN,Parturition interval (day) MAX,Length productive life (years),Daily gain,Carcass weight (kg),Dressing percentage (%),Performance data reference,Managment conditions performance measured,Comments managment conditions,Additional performance parameters,Litter size AVG,Litter size MIN,Litter size MAX,Geographical classification,Local cryo conservation status,Local Risk,Detailed local risk status,Regional Transboundary Risk (detailed),International Transboundary Risk (detailed),Young per year AVG (number),Adult weight AVG (kg),Adult weight AVG (g),Birth weight AVG (kg),Birth weight AVG (g),Young mass per year AVG (kg),Young mass per year AVG (g)
10107,Malaysia,MYS,Horse,Kuda Padi,bahasa mal.,Kuda means horse; Padi means rice (depicting the small size of the breed).,,Local Pony,,,,,,,,,,,These horses are highly adaptable to tropical environment and able to utilize local grasses and other poor feedstuffs.,This breed is reported to be resistant to parasitic infections like Strongyle and Haemonchus.,This breed is highly prolific., ,,,,,,,,,,,,,,,uni coloured: bay brown <br>comment: may have white patches,,,,,,145.0,140.0,370.0,350.0,,n,,domestic,breed,indigenous breed,,,States of Kelantan and Trengganu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The horses are grazing free.,,,,,local,No Material,unknown,unknown,,,,360.0,360000.0,,,,
10108,Malaysia,MYS,Muscovy duck,Muscovy Duck,eng.,,Muscovy,Cairina moschata,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,4.7,2.8,,,,domestic,breed,originated in South America; imported from France,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.5,,,,,,,,,,,,,,,,- egg weight: 85g;<br> - incubation period: 35 days;<br>,,,,international,No Material,unknown,unknown,,notAtRisk,,3.75,3750.0,,,,
10109,Malaysia,MYS,Ostrich,Ostrich,Eng.,Black colored ostrich originating from South Africa,African Black,"Struthio camelus, Burung Unta","Feathers, Meat, SkinsHides",,,Mainly for meat production. Skins/hides are valuable. Feathers have a subsidiary use.,,,Ostriches were imported for commercial production of meat and other products. The population fluctuates according to the demand for these ostrich products.,"Large farms in Perak, Negeri Sembilan, Sarawak and Sabah.",,,Known to be able to survive from cold (0 degrees centigrade) to hot desert conditions.,"Generally quite tolerant to disease; can have problems with ticks and lice which can be vectors for disease; disease concerns include Haemorrhagic enteritis, Green Urine (influenza), avian influenza, Avian pox and Newcastle disease.",Female lays 40-50 eggs per breeding season.,"Dark-red, Low-fat meat (similar to turkey); tasty, economical and ecologically sustainable; ","Life expectancy exceeding 40 years, productive life up to 20 years; can run at speeds up to 70 km/h; can be fed a diet containing oil palm fronds.",E.A. Engku Azahan (2004). Performance of ostriches fed diets incorporated with oil palm frond. J. Trop. Agric. and Fd. Sc. 32(2)(2004): 245–251.,,,,,,,,yellow,yellow,brown,no special pattern,industrial,Feathers in males mostly black with white primaries and white tail; feathers in females grayish-brown with white primaries and white tail.,,,,,,170.0,160.0,130.0,120.0,,n,,domestic,variety,Imports from South Africa.,1993?,Import since 1993 (?) from Struthio camelus from South Africa.,Several states in East and West Malaysia.,45.0,40.0,50.0,1500.0,,,,,,,intensive,"concentrate, fodder",stationary,,,,,,,,,,,,,,,,,,0.81,0.79,27.0,23.0,100.0,90.0,27.0,24.0,30.0,365.0,350.0,370.0,15.0,380.0,60.0,52.0,"C.O. Leong (2010). Ostrich farming in Malaysia. Infoternak Farm, Sungai Siput, Perak. http://va_malaysia.tripod.com/Ostrich.pdf",Commercial farms - intensive system,Ostriches given chopped Napier grass supplemented with concentrate.,Liveweight at slaughter 115kg; egg hatchability 80-90%,,,,international,No Material,unknown,unknown,,endangered,,125.0,125000.0,0.8,800.0,,
10110,Malaysia,MYS,Pig,Duroc,fr.,The Duroc population is derived from imports of the breed from several countries. Name probably derived from the name of a horse called Duroc.,Duroc,Babi Duroc,"Meat, SireLine",,,,,,Pork meat quality is highly desirable.,Breed known for meatiness.,,,,,, ,,,,,,,,,,,,,,,"unicolor: red, brown;",,,,,,100.0,90.0,220.0,200.0,,n,,domestic,breed,imported; exotic,Since 1980's.,"Imported from North America, Europe, Australia and Taiwan.","Mainly in states of Penang, Perak, Johore and Sarawak.",,,,,,,,,,,intensive,concentrate,stationary,,,,,,,,,,,,,,,,,,1.85,1.75,8.0,8.0,18.0,24.0,12.0,10.0,13.0,166.0,160.0,260.0,4.0,700.0,77.0,70.0,Dr. Y.S. Lim (Personal Communication),"Commercial farms having good housing, feeding and SPS standards.",Large scale commercial sector.,Litter size at birth=9.5; Litter size weaned=8.5; FCR=2.9 units; Slaughter age=5.5months; Slaughter weight=100kg; Carcass lean(%)=60; Fat depth (cm)=1.2; Loin eye area (sq. cm)=40;,9.5,5.0,14.0,international,No Material,unknown,unknown,,notAtRisk,20.88855421686747,210.0,210000.0,1.8,1800.0,37.59939759036145,37599.39759036145
10111,Malaysia,MYS,Pig,Iban,bahasa mal.,Pig found in regions of Sumatra including in areas where the Iban live.,Bearded Pig,Sus barbatus,Meat,,,The Iban pig is found in the dwelling places of native settlers in Sarawak. They are harvested for their meat.,,,Although the number of Iban pigs has declined in recent decades they are still fairly common.,The Iban pig is a source of meat for the native people of Sarawak.,,,,,, ,,,,,,,,,,,,,,,multi coloured: grey with white feet,,,,,,85.0,75.0,100.0,75.0,,,,feral,breed,"indigenous breed, primitive breed.",Indigenous breed,Not imported,Sarawak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,,,87.5,87500.0,,,,
10112,Malaysia,MYS,Pig,Landrace,eng.,Descendants of Danish Landrace pig developed in Denmark.,Landrace,Babi Landrace,"DamLine, Meat",,,A meat breed used in crossbreeding.,,,The breed gene pool is regularly replenished with imports of breeding material from overseas. It has a large litter size. It has good adaptability to the local environment.,"The breeding material is secured from North America, Europe, Australia and Taiwan.",,,,,, ,,,,,,,,,,,,,,,unicolor: white; comment: fine hair coat;,,,,,,80.0,75.0,200.0,170.0,,n,,domestic,breed,imported; exotic,Probably in 1930's.,"First imports from the United Kingdom. Later imports from North America, Europe, Australia and Taiwan.","Found predominantly in states of Penang, Perak, Selangor, Johore and Sarawak.",,,,,,,,,,,intensive,concentrate,stationary,,,,,,,,,,,,,,,,,,1.7,1.6,8.0,8.0,,,12.0,11.0,14.0,174.0,,,4.0,600.0,70.0,70.0,Dr. Y.S. Lim - Personal communication.,Commercial pig farms.,"Performance data was collected from animals kept under stationary conditions, housed throughout the year and fed on concentrates.",• litter size at birth: 10; • litter size weaned: 9; • FCR: 3.0 units; • slaughter age: 6.0 months; • slaughter weight: 102 kg; • carcass lean: 57%; • fat depth: 1.5cm; • loin eye area: 38 sq. cm;,10.0,4.0,14.0,international,No Material,unknown,unknown,,notAtRisk,20.977011494252874,185.0,185000.0,1.65,1650.0,34.61206896551724,34612.06896551724
10113,Malaysia,MYS,Pig,Large White Yorkshire,eng.,"Breed of imported pig originating in Yorkshire, England.",Large White,"Babi Large White, Ta Pai","DamLine, Meat",,,A meat breed used in crossbreeding.,,,"Breed gene pool is frequently replenished with imports of breeding stock from overseas. Good mothering ability, large litter size. Heat resistant. Good adaptability. Medium to intensive input production system.","Breeding stock imported form North America, Europe, Australia and Taiwan.",,,,,, ,,,,,,,,,,,,,,,unicolor:white; comment - pink skin;,,,,,,100.0,80.0,200.0,170.0,,n,,domestic,breed,imported; exotic,1929,import since 1929 from Large White Yorkshire from United Kingdom and several other countries.,"Predominantly in states of Penang, Perak, Selangor, Johore and Sarawak.",,,,,,,,,,,intensive,concentrate,stationary,,,,,,,,,,,,,,,,,,1.75,1.65,8.0,9.0,24.0,28.0,12.0,11.0,14.0,174.0,166.0,202.0,4.0,830.0,70.0,70.0,Dr. Y.S. Lim - Personal communication,Commercial pig farms.,"Performance data was collected from animals kept under stationary conditions, housed throughout the year and fed on concentrates.",• litter size at birth: 10; • litter size at weaning: 9; • FCR: 3.1 units; • slaughter age: 6.1 months; • slaughter weight: 107 kg; • carcass lean: 57%; • fat depth: 1.5 cm; • loin eye area: 36 sq. cm;,10.0,6.0,14.0,international,No Material,unknown,unknown,,notAtRisk,20.977011494252874,185.0,185000.0,1.7,1700.0,35.660919540229884,35660.91954022989
10114,Malaysia,MYS,Pig,South China,eng.,,,"Canton Pig, Local Chinese, Cantonese",Meat,,,,,,,,,,"The breed is reported to be hardy, adapted to poorest feed stuff and highly resistant to heat and direct solar radiation.",The animals of this breed are reported to be immune against kidney worm and liver fluke.,This breed shows a good fecundity with two litters per year.,The breed shows a slow growth rate and produces a soft and lardy carcass. ,,,,,,,,,,,,,,,"multi coloured: black-head and back, white-belly and legs",,,,,,50.0,47.0,40.0,32.0,,n,,domestic,breed,South China Black (Canton) type and Hainan type imported from China in 1880.,1880,,West Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Performance data have been measured under extensive management.,"The pigs are scavenging, adapted to the poorest feed stuffs and receive minimal feed supplementation and care.",,,,,local,No Material,unknown,unknown,,,,36.0,36000.0,,,,
10115,Malaysia,MYS,Quail,IKTA,Malay,Quail developed at Institute for Poultry Development,,,"Eggs, Meat",,,Two different lines of IKTA quail developed. Line A specifically developed for quail meat. Line B specifically developed for quail eggs.,,,Japanese quail undergoing selective breeding.,In demand for niche market.,,,Adaptable to local tropical environment,,,Larger carcass weight and egg size ,,,,,,,,,,,,,,,,,,,,,,,0.27,0.27,,,,domestic,strain,Developed through selective breeding of the Japanese Quail.,1988,Coturnix japonica imported in 1987 from France,Disseminated within Peninsular Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,,,,,,,,,,6.2,,70.0,,In special breeding cages. Fed commercially formulated feed.,"Open house, force draft ventilation.",,,,,local,No Material,unknown,unknown,,,,0.27,270.0,,,,
10118,Malaysia,MYS,Sheep,Barbados Blackbelly,eng.,A hair sheep breed originating from the island of Barbados and having a black underbelly.,Barbados Blackbelly,Bebiri Barbados,"GeneralCrossbreeding, Meat",,,,,,Only imports are from the island of Barbados in the 1990's. No other imports since.,Imported from Barbados by the government of Malaysia.,,,,,, ,,,,,,,,,,,,,,,uni coloured: light brown to dark reddish brown with black belly and black spots on face and legs,,,0,0,The breed is normally hornless (polled).,71.0,65.0,60.0,40.0,,n,,domestic,breed,"Originating from Barbados (in the Caribbean), composite of West African hair sheep and an unknown but prolific European wool sheep.",1990's.,Import since 1992 from Barbados Blackbelly from Island of Barbados.,"Chaluk Livestock Breeding Center at Chaluk, Terengganu. Other private farms.",,,,,hair,,,,,,semi - intensive,grazing,stationary,,,,90.0,,,35.0,,,,,,0.4,12.0,,,,2.3,2.3,13.0,13.0,,,15.0,14.0,24.0,250.0,,,3.0,34.0,,,"Ernie-Muneerah M.A., Raymond A.K. and Salleh S.I. (2009). Morphological characteristics of Barbados Blackbelly sheep in Malaysia. In Proceedings of the 30th Annual Conference of the Malaysian Society of Animal Production, 2 – 5 June, 2009, Hyatt Regency Hotel, Kota Kinabalu, Sabah, Malaysia. Pp. 67-68.",In government run breeding farm.,Semi-intensive farm conditions.,Body length for males 97.5 cm and for females 90.0 cm.,1.8,,,local,Not Sufficient,atRisk,endangeredMaintained,,,2.628,50.0,50000.0,2.3,2300.0,6.0443999999999996,6044.4
10119,Malaysia,MYS,Sheep,Dorper,,,Dorper,,Meat,,,,,,,,,,,,"Animals of this breed are fast growing and mature early. They breed all year round, have a high reproductive rate and possess good mothering abilities.", ,,,,,,,,,,,,,,,uni coloured: white with black coloured head,,,0,0,,,,50.0,80.0,,,,domestic,breed,"Originating from South Africa, has been imported for breeding with local sheep for meat production",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,Not Sufficient,unknown,unknown,,notAtRisk,,65.0,65000.0,,,,
10121,Malaysia,MYS,Sheep,Malin (Malaysian Indigenous),eng.,,,"Malaysian, Pahang, Thai, Kelantan",Meat,,,,,,,,,,Malin is a hardy breed able to withstand the humid tropical climate.,This breed is reported to be resistant against parasitic infections like Haemonchus.,, ,There is a lack of feed and a specially balanced diet.,,,,,,,,,,,,,,"uni coloured: usually white, occasionally grey or brown parts, badger face",,,2,0,Horns well developed in males. Females usually polled.,39.0,39.0,27.0,22.0,,n,,feral,breed,indigenous breed.,,,north-eastern and central part of Peninsula Malaysia,,,,,hair,coarse/carpet,1.1,0.8,1.4,,,,,,,,190.0,,,90.0,,,4.7,,,,,,,,1.62,1.45,,,,,21.0,,,,,,,,,,FAO Breed Survey,Performance data was measured under extensive management.,,,1.1,1.0,2.0,local,Not Sufficient,notAtRisk,notAtRisk,,,,24.5,24500.0,1.5350000000000001,1535.0000000000002,,
10122,Malaysia,MYS,Sheep,Morada Nova,port.,,Morada Nova,,Meat,,,,,,,,,,,,This breed is highly productive and known for its prolificacy. Twinning is common., ,,,,,,,,,,,,,,,uni coloured: red or white mainly brownish red,,,0,0,,,,40.0,30.0,,,,domestic,breed,"originated from the Caribbean and established in Brazil, imported for cross-breeding for fast growth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,Not Sufficient,unknown,unknown,,vulnerable,,35.0,35000.0,,,,
10124,Malaysia,MYS,Sheep,Sussex,eng.,,Sussex,,Meat,,,,,,,,,,Animals of this breed are very well adapted to local environments.,,The breed is known for its high prolificity and fecundity and good mothering ability.,The animals show a high growth rate (235 gm per day) and can reach slaughter weight in 160 days. ,,,,,,,,,,,,,,,"uni coloured: white, with black face, ears and legs",,,0,0,,,,50.0,120.0,,,,domestic,breed,"originated from United Kingdom: cross-bred for its high growth rate, feed efficiency and body conformation",,,,,,,,wool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,unknown,unknown,,unknown,,85.0,85000.0,,,,
10127,Namibia,NAM,Cattle,Afrikaner,dutch,,Africander,Izankayi,,,,,,,,,,,,"Heat tolerant, parasite and disease tolerant",, ,,"DAGRIS 2007. Domestic Animal Genetic Resources Information System (DAGRIS). (eds. J.E.O. Rege, O. Hanotte, Y. Mamo, B. Asrat and T. Dessie). International Livestock Research Institute, Addis Ababa, Ethiopia. http://dagris.ilri.cgiar.org",,,,,,,,,,,,,,,,0,0,,131.0,124.0,650.0,401.0,Native,,,domestic,breed,Locally adapted breed. The original cattle and their traditional owners arrived in South Africa about 590-700 AD and migrated along the western side of southern Africa to areas of the Western Cape Province. The breed evolved through gradual genetic selection (initially for traction) from among the acquired local Sanga stock by settled Dutch (Afrikaans) in South Africa in the 18th and 19th centuries. Surviving herds of the Rinderpest plague of 1896-99 and the Boer War of 1899-1902 provided the foundation stock of the modern Africander breed. The herd book was set up in 1907 and the breed association was established in 1912. The breed has since been exported to neighboring countries.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,30.0,,,,,39.0,36.0,41.0,526.0,445.0,606.0,,,,,,,,,,,,international,No Material,atRisk,endangered,,vulnerable,,525.5,525500.0,31.0,31000.0,,
10171,Namibia,NAM,Goat,Boer,,,Boer,"Afrikaner, Boerbok, South African Common Goat, Africander",,,,,,,,,,,,,, ,,,,,,,,,,,,,,,comment: many colours,,,0/2,0/2,,78.0,78.0,130.0,80.0,Locally adapted,,,domestic,breed,"composite of Bantu and Nubian, Saanen, Toggenburger and maybe Angora",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,F88-48,,,,,,,international,No Material,notAtRisk,notAtRisk,,notAtRisk,,105.0,105000.0,4.0,4000.0,,
10195,Namibia,NAM,Sheep,Dorper,,,Dorper,"White Dorper, Dorsian, Dorsie",,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,domestic,breed,"Locally adapted breed. This breed was developed in the Grootfontein area of South Africa from 1942 onwards, from crosses of Dorset Horn males and Blackhead Persian females. A fixed type was developed through inter-se mating. A breed society was established in 1950 in the Republic of South Africa. The Dorsian (White variety) was affiliated to Dorper in 1964.",,,,,,,,,,0.54,0.42,0.66,,,,,,,,,,,,,,7.1,,,,,,,,3.48,3.37,,7.0,,,,12.0,,,,,,180.0,,47.0,,Performance data were collected under on station management condition.,Values of daily gain and dressing percentage are averages of both sexes.,,1.27,1.0,1.59,international,No Material,atRisk,critical,,notAtRisk,,,,3.425,3425.0,,
10200,Namibia,NAM,Sheep,Swakara (Karakul),,,Karakul,"Astrakhan, Bukhara, Karakul'Skaya, Persian Lamb, Persian Lambrakhan, Karakul'",Meat,,,,,,,,,,,,, ,,,,,,,,,,,,,,,"Karakul lambs have a dark brown to black coat. This becomes whiter and lighter at maturity, probably as a result of the coarse fibers it contains growing longer and covering the down dark fibers. Colour is generally variable: grey preferred, with black next. Mixed colours are not liked in the pelt trade. Homozygous grey is lethal.",,,2,0,,,,65.0,47.5,,,,domestic,breed,"This breed probably originated in the area of Syria, Jordan and Mesopotamia; the breed was widely established about 1200 years ago in Bokhara and China; they were imported into South Africa in 1907 from Germany to where they had first been introduced during the last few years of the 19th century.",,,,,,,,wool,,3.6,2.0,5.5,,,,,,,,135.0,130.0,140.0,57.0,,,7.5,,,,,,,,3.5,3.2,,,,,21.0,16.0,23.0,308.0,225.0,392.0,,,,,FAO Breed Survey,Performance data were collected under on station management condition.,"Minimum, average and maximum value entered for Fleece Weight are averages of ewe and ram.",,1.1,,,international,No Material,notAtRisk,notAtRisk,,notAtRisk,1.3035714285714288,56.25,56250.0,3.35,3350.0,4.366964285714286,4366.964285714286
